Id_hp,Nama_hp,Brand,Harga,Ram,Memori_internal,Ukuran_layar,Resolusi_kamera,Kapasitas_baterai,Os,Rating_pengguna,Tahun_rilis,Stok_tersedia,Label,Resolusi_kamera_num,Harga_norm,Ram_norm,Memori_internal_norm,Ukuran_layar_norm,Kapasitas_baterai_norm,Rating_pengguna_norm,Resolusi_kamera_num_norm
577,Oppo Pro 6,Oppo,9470373,4,128,5.5,12MP,4500,Android,3.1,6/27/2019,False,Daily,12,0.3386381134158953,0.0,0.14285714285714285,0.0,0.25,0.525,0.0
880,Vivo Pro 21,Vivo,10116392,4,64,6.5,108MP,5000,Android,4.5,5/27/2023,False,Photographer,108,0.3661704667086743,0.0,0.0,0.7692307692307694,0.5,0.875,1.0
726,Samsung Max 22,Samsung,9529787,4,512,6.7,12MP,6000,Android,2.9,2024-01-05 00:00:00,False,Daily,12,0.34117024828892095,0.0,1.0,0.9230769230769234,1.0,0.475,0.0
581,Oppo Ultra 13,Oppo,15928270,6,256,6.5,12MP,5000,Android,3.2,4/23/2024,True,Daily,12,0.6138639221496595,0.16666666666666666,0.42857142857142855,0.7692307692307694,0.5,0.55,0.0
130,Asus Note 12,Asus,4655928,16,128,6.5,12MP,4500,Android,4.1,2023-11-05 00:00:00,False,Gaming,12,0.13345374476937963,1.0,0.14285714285714285,0.7692307692307694,0.25,0.7749999999999999,0.0
237,Huawei Max 5,Huawei,19533545,16,512,6.8,48MP,4500,Android,3.3,12/27/2023,True,Gaming,48,0.7675152931118507,1.0,1.0,1.0,0.25,0.575,0.375
565,Oppo Pro 18,Oppo,1570627,12,256,5.5,12MP,4000,Android,1.1,12/20/2020,True,Daily,12,0.0019628797227411615,0.6666666666666666,0.42857142857142855,0.0,0.0,0.025000000000000022,0.0
1,Apple Max 10,Apple,15015201,12,256,5.5,48MP,4000,iOS,2.4,7/14/1905,True,Daily,48,0.5749503015151511,0.6666666666666666,0.42857142857142855,0.0,0.0,0.35,0.375
58,Apple Pro 23,Apple,21233299,12,128,6.4,108MP,4000,iOS,3.3,12/30/2020,False,Photographer,108,0.8399562393360551,0.6666666666666666,0.14285714285714285,0.6923076923076926,0.0,0.575,1.0
954,Xiaomi Note 26,Xiaomi,6603944,6,512,6.7,12MP,4000,Android,2.2,11/25/2022,False,Daily,12,0.21647524217423333,0.16666666666666666,1.0,0.9230769230769234,0.0,0.30000000000000004,0.0
824,Vivo Max 20,Vivo,17161206,8,128,5.5,64MP,4000,Android,1.0,2/24/2024,True,Photographer,64,0.6664097908305896,0.3333333333333333,0.14285714285714285,0.0,0.0,0.0,0.5416666666666666
85,Apple Ultra 19,Apple,16876410,12,512,6.5,12MP,4000,iOS,1.7,7/30/2023,True,Daily,12,0.6542722157927497,0.6666666666666666,1.0,0.7692307692307694,0.0,0.175,0.0
656,Realme Note 8,Realme,16362657,6,512,6.1,108MP,5000,Android,4.6,8/16/2020,True,Photographer,108,0.6323768394938714,0.16666666666666666,1.0,0.46153846153846134,0.5,0.8999999999999999,1.0
989,Xiaomi Ultra 21,Xiaomi,16823532,16,512,6.5,50MP,6000,Android,4.4,3/18/2022,False,Gaming,50,0.6520186353602615,1.0,1.0,0.7692307692307694,1.0,0.8500000000000001,0.3958333333333333
401,Infinix Ultra 8,Infinix,16783669,8,512,6.1,48MP,5000,Android,4.4,11/24/2023,False,Daily,48,0.6503197345550065,0.3333333333333333,1.0,0.46153846153846134,0.5,0.8500000000000001,0.375
746,Samsung Note 15,Samsung,15426365,6,128,6.1,64MP,4000,Android,2.3,2019-05-09 00:00:00,True,Photographer,64,0.5924734897019881,0.16666666666666666,0.14285714285714285,0.46153846153846134,0.0,0.32499999999999996,0.5416666666666666
188,Asus Ultra 12,Asus,18444839,4,512,6.4,64MP,4000,Android,4.7,1/23/2023,False,Photographer,64,0.7211162890206889,0.0,1.0,0.6923076923076926,0.0,0.925,0.5416666666666666
202,Asus Ultra 25,Asus,24196492,8,128,6.4,50MP,5000,Android,4.8,2/14/2022,False,Photographer,50,0.966243045994512,0.3333333333333333,0.14285714285714285,0.6923076923076926,0.5,0.95,0.3958333333333333
416,OnePlus Max 20,OnePlus,4642389,6,128,6.1,48MP,4500,Android,2.6,2/28/2020,True,Daily,48,0.13287673305419645,0.16666666666666666,0.14285714285714285,0.46153846153846134,0.25,0.4,0.375
46,Apple Note 5,Apple,8106752,16,256,6.5,50MP,4000,iOS,3.4,2/19/2021,False,Photographer,50,0.28052264757131085,1.0,0.42857142857142855,0.7692307692307694,0.0,0.6,0.3958333333333333
870,Vivo Pro 11,Vivo,8655493,8,64,6.8,64MP,5000,Android,3.9,10/20/2021,False,Photographer,64,0.30390915954422937,0.3333333333333333,0.0,1.0,0.5,0.725,0.5416666666666666
286,Huawei Pro 30,Huawei,21656599,4,512,5.5,64MP,4000,Android,1.6,6/20/2021,True,Photographer,64,0.8579966454987737,0.0,1.0,0.0,0.0,0.15000000000000002,0.5416666666666666
314,Huawei Ultra 9,Huawei,24214496,8,512,6.4,48MP,4000,Android,1.3,4/14/2023,False,Daily,48,0.9670103492606438,0.3333333333333333,1.0,0.6923076923076926,0.0,0.07500000000000001,0.375
671,Realme Pro 25,Realme,23079442,16,128,5.5,48MP,4000,Android,2.0,12/19/2020,False,Daily,48,0.9186360634666006,1.0,0.14285714285714285,0.0,0.0,0.25,0.375
821,Vivo Max 18,Vivo,12718450,12,256,6.1,48MP,6000,Android,4.4,2/18/2020,True,Daily,48,0.4770662455391761,0.6666666666666666,0.42857142857142855,0.46153846153846134,1.0,0.8500000000000001,0.375
371,Infinix Pro 19,Infinix,15212973,4,128,6.7,64MP,4500,Android,4.9,2022-03-06 00:00:00,True,Photographer,64,0.5833790452137413,0.0,0.14285714285714285,0.9230769230769234,0.25,0.9750000000000001,0.5416666666666666
124,Asus Max 9,Asus,22902608,16,256,6.1,64MP,4000,Android,2.9,2021-02-05 00:00:00,False,Photographer,64,0.9110996656792674,1.0,0.42857142857142855,0.46153846153846134,0.0,0.475,0.5416666666666666
83,Apple Ultra 18,Apple,7495284,12,256,6.1,108MP,4500,iOS,4.4,2019-11-11 00:00:00,False,Photographer,108,0.25446280567311746,0.6666666666666666,0.42857142857142855,0.46153846153846134,0.25,0.8500000000000001,1.0
836,Vivo Max 5,Vivo,11294002,12,512,6.1,64MP,6000,Android,3.5,5/17/2019,False,Photographer,64,0.41635842489738,0.6666666666666666,1.0,0.46153846153846134,1.0,0.625,0.5416666666666666
765,Samsung Note 5,Samsung,12619391,4,64,5.5,108MP,4000,Android,1.8,2021-06-02 00:00:00,True,Photographer,108,0.47284450069137846,0.0,0.0,0.0,0.0,0.2,1.0
353,Infinix Note 25,Infinix,24507451,6,64,6.1,108MP,6000,Android,4.7,2/26/2022,False,Photographer,108,0.9794956485457826,0.16666666666666666,0.0,0.46153846153846134,1.0,0.925,1.0
38,Apple Note 19,Apple,20594805,12,64,6.4,108MP,4000,iOS,1.5,2024-09-03 00:00:00,False,Photographer,108,0.8127445901688949,0.6666666666666666,0.0,0.6923076923076926,0.0,0.125,1.0
848,Vivo Note 11,Vivo,23523848,8,128,6.7,12MP,4500,Android,3.4,7/25/2021,False,Daily,12,0.9375759754466364,0.3333333333333333,0.14285714285714285,0.9230769230769234,0.25,0.6,0.0
879,Vivo Pro 20,Vivo,4335923,16,128,6.8,50MP,4000,Android,4.0,2020-06-01 00:00:00,False,Photographer,50,0.11981561537155118,1.0,0.14285714285714285,1.0,0.0,0.75,0.3958333333333333
309,Huawei Ultra 5,Huawei,8893291,16,128,6.4,50MP,4000,Android,1.3,2023-11-05 00:00:00,False,Photographer,50,0.31404375086169256,1.0,0.14285714285714285,0.6923076923076926,0.0,0.07500000000000001,0.3958333333333333
447,OnePlus Note 28,OnePlus,24427412,4,64,6.5,12MP,5000,Android,4.1,1/27/2021,False,Daily,12,0.9760845073483864,0.0,0.0,0.7692307692307694,0.5,0.7749999999999999,0.0
161,Asus Pro 18,Asus,14964658,12,512,6.1,48MP,5000,Android,1.5,2021-06-11 00:00:00,True,Daily,48,0.5727962352532039,0.6666666666666666,1.0,0.46153846153846134,0.5,0.125,0.375
728,Samsung Max 24,Samsung,24283873,8,128,6.4,108MP,5000,Android,2.8,11/18/2022,False,Photographer,108,0.96996709213414,0.3333333333333333,0.14285714285714285,0.6923076923076926,0.5,0.44999999999999996,1.0
145,Asus Note 25,Asus,12357707,8,256,6.7,48MP,4000,Android,1.2,8/23/2020,True,Daily,48,0.46169192415869503,0.3333333333333333,0.42857142857142855,0.9230769230769234,0.0,0.04999999999999999,0.375
375,Infinix Pro 28,Infinix,24314676,12,512,6.7,50MP,5000,Android,4.3,5/13/2023,True,Gaming,50,0.9712798694339988,0.6666666666666666,1.0,0.9230769230769234,0.5,0.825,0.3958333333333333
934,Xiaomi Max 24,Xiaomi,22483365,6,64,5.5,12MP,5000,Android,2.8,2/21/2024,False,Daily,12,0.8932321627242079,0.16666666666666666,0.0,0.0,0.5,0.44999999999999996,0.0
173,Asus Pro 25,Asus,2613823,8,256,6.1,108MP,5000,Android,3.3,1/25/2021,False,Photographer,108,0.04642231640434632,0.3333333333333333,0.42857142857142855,0.46153846153846134,0.5,0.575,1.0
514,Oppo Max 10,Oppo,21204576,6,512,6.4,12MP,6000,Android,3.8,6/24/2021,True,Daily,12,0.8387321084921813,0.16666666666666666,1.0,0.6923076923076926,1.0,0.7,0.0
398,Infinix Ultra 7,Infinix,10215192,8,512,6.7,12MP,4500,Android,3.4,5/18/2022,True,Daily,12,0.3703811733679623,0.3333333333333333,1.0,0.9230769230769234,0.25,0.6,0.0
508,OnePlus Ultra 30,OnePlus,20912048,4,64,6.8,48MP,6000,Android,3.8,6/24/2020,True,Daily,48,0.8262650073016126,0.0,0.0,1.0,1.0,0.7,0.375
498,OnePlus Ultra 22,OnePlus,3502042,12,128,5.5,12MP,6000,Android,4.0,10/19/2023,True,Daily,12,0.08427686760076449,0.6666666666666666,0.14285714285714285,0.0,1.0,0.75,0.0
889,Vivo Pro 28,Vivo,21738855,16,256,6.1,108MP,6000,Android,2.1,2023-02-11 00:00:00,True,Photographer,108,0.8615022718850733,1.0,0.42857142857142855,0.46153846153846134,1.0,0.275,1.0
143,Asus Note 23,Asus,6674769,12,128,6.5,108MP,5000,Android,3.5,9/25/2022,False,Gaming,108,0.21949369661901139,0.6666666666666666,0.14285714285714285,0.7692307692307694,0.5,0.625,1.0
99,Asus Max 13,Asus,19945806,8,256,6.4,108MP,4000,Android,1.1,2023-11-12 00:00:00,True,Photographer,108,0.7850852337805221,0.3333333333333333,0.42857142857142855,0.6923076923076926,0.0,0.025000000000000022,1.0
852,Vivo Note 13,Vivo,5219669,16,64,6.8,108MP,6000,Android,3.3,2020-12-10 00:00:00,True,Gaming,108,0.15747953406911314,1.0,0.0,1.0,1.0,0.575,1.0
207,Asus Ultra 29,Asus,11572748,6,128,6.4,12MP,4000,Android,1.7,11/18/2020,False,Daily,12,0.4282381580800712,0.16666666666666666,0.14285714285714285,0.6923076923076926,0.0,0.175,0.0
921,Vivo Ultra 7,Vivo,18009641,6,256,6.1,108MP,4000,Android,1.7,1/31/2023,False,Photographer,108,0.7025688080823407,0.16666666666666666,0.42857142857142855,0.46153846153846134,0.0,0.175,1.0
201,Asus Ultra 23,Asus,19774766,6,128,6.7,48MP,4000,Android,4.7,2024-12-03 00:00:00,False,Daily,48,0.7777957675152931,0.16666666666666666,0.14285714285714285,0.9230769230769234,0.0,0.925,0.375
586,Oppo Ultra 17,Oppo,24083343,6,256,5.5,64MP,6000,Android,1.9,2019-10-12 00:00:00,False,Photographer,64,0.9614208066443928,0.16666666666666666,0.42857142857142855,0.0,1.0,0.22499999999999998,0.5416666666666666
552,Oppo Note 5,Oppo,13329418,16,64,5.5,12MP,4000,Android,3.6,5/25/2024,False,Daily,12,0.5031047781931423,1.0,0.0,0.0,0.0,0.65,0.0
615,Realme Max 24,Realme,4923462,16,64,6.4,48MP,6000,Android,4.1,2023-04-11 00:00:00,True,Gaming,48,0.14485563945952085,1.0,0.0,0.6923076923076926,1.0,0.7749999999999999,0.375
74,Apple Ultra 12,Apple,1640837,8,256,6.1,108MP,5000,iOS,3.0,2021-07-07 00:00:00,True,Photographer,108,0.0049551237971197995,0.3333333333333333,0.42857142857142855,0.46153846153846134,0.5,0.5,1.0
566,Oppo Pro 18,Oppo,23176600,16,512,6.7,64MP,4000,Android,3.7,2023-08-10 00:00:00,False,Photographer,64,0.9227767905678466,1.0,1.0,0.9230769230769234,0.0,0.675,0.5416666666666666
885,Vivo Pro 24,Vivo,18966488,16,512,6.8,50MP,5000,Android,2.5,11/23/2020,False,Gaming,50,0.7433481809044027,1.0,1.0,1.0,0.5,0.375,0.3958333333333333
7,Apple Max 18,Apple,10540534,6,256,6.8,48MP,4000,iOS,3.6,8/27/2023,False,Daily,48,0.3842467576386715,0.16666666666666666,0.42857142857142855,1.0,0.0,0.65,0.375
890,Vivo Pro 28,Vivo,2569620,12,512,6.8,64MP,4000,Android,4.7,2023-10-05 00:00:00,True,Photographer,64,0.04453845135919949,0.6666666666666666,1.0,1.0,0.0,0.925,0.5416666666666666
666,Realme Pro 18,Realme,13971670,16,512,5.5,64MP,4500,Android,1.0,2021-01-09 00:00:00,False,Photographer,64,0.5304765876399138,1.0,1.0,0.0,0.25,0.0,0.5416666666666666
781,Samsung Pro 25,Samsung,14798198,6,256,6.7,108MP,4000,Android,1.8,5/25/2022,True,Photographer,108,0.5657019616650958,0.16666666666666666,0.42857142857142855,0.9230769230769234,0.0,0.2,1.0
186,Asus Ultra 11,Asus,18559606,4,512,6.1,108MP,4000,Android,3.7,8/18/2021,True,Photographer,108,0.7260074850851272,0.0,1.0,0.46153846153846134,0.0,0.675,1.0
182,Asus Pro 7,Asus,9436982,4,256,6.4,64MP,5000,Android,4.7,1/23/2020,True,Photographer,64,0.3372150394679167,0.0,0.42857142857142855,0.6923076923076926,0.5,0.925,0.5416666666666666
159,Asus Pro 17,Asus,2655950,12,256,6.7,12MP,6000,Android,4.4,2023-10-09 00:00:00,True,Gaming,12,0.04821770546746196,0.6666666666666666,0.42857142857142855,0.9230769230769234,1.0,0.8500000000000001,0.0
190,Asus Ultra 15,Asus,9837235,16,256,6.8,108MP,6000,Android,2.9,11/16/2022,True,Gaming,108,0.3542732173272284,1.0,0.42857142857142855,1.0,1.0,0.475,1.0
315,Huawei Ultra 9,Huawei,9740349,4,512,6.1,48MP,5000,Android,1.4,3/24/2024,False,Daily,48,0.35014408245484197,0.0,1.0,0.46153846153846134,0.5,0.09999999999999998,0.375
838,Vivo Max 5,Vivo,23061947,12,128,6.1,108MP,6000,Android,2.2,2019-09-05 00:00:00,True,Photographer,108,0.9178904530110921,0.6666666666666666,0.14285714285714285,0.46153846153846134,1.0,0.30000000000000004,1.0
608,Realme Max 20,Realme,20769883,16,256,6.7,108MP,4000,Android,1.9,2022-02-02 00:00:00,False,Photographer,108,0.8202061498905024,1.0,0.42857142857142855,0.9230769230769234,0.0,0.22499999999999998,1.0
208,Asus Ultra 30,Asus,5323457,6,256,6.5,108MP,5000,Android,1.9,2020-12-09 00:00:00,True,Photographer,108,0.16190282174881132,0.16666666666666666,0.42857142857142855,0.7692307692307694,0.5,0.22499999999999998,1.0
441,OnePlus Note 21,OnePlus,20957928,6,512,6.5,50MP,4500,Android,2.8,4/28/2021,True,Photographer,50,0.8282203435518973,0.16666666666666666,1.0,0.7692307692307694,0.25,0.44999999999999996,0.3958333333333333
155,Asus Pro 11,Asus,17343299,4,128,6.7,64MP,4000,Android,1.1,2019-02-11 00:00:00,False,Photographer,64,0.6741703192487042,0.0,0.14285714285714285,0.9230769230769234,0.0,0.025000000000000022,0.5416666666666666
691,Realme Ultra 16,Realme,23427886,12,64,6.4,12MP,6000,Android,1.9,2021-07-01 00:00:00,False,Daily,12,0.9334862200575819,0.6666666666666666,0.0,0.6923076923076926,1.0,0.22499999999999998,0.0
768,Samsung Pro 10,Samsung,15654532,4,128,6.5,50MP,4000,Android,2.1,8/25/2023,True,Photographer,50,0.6021976223571476,0.0,0.14285714285714285,0.7692307692307694,0.0,0.275,0.3958333333333333
479,OnePlus Pro 27,OnePlus,17175814,12,512,6.8,12MP,4000,Android,2.1,5/26/2023,False,Daily,12,0.6670323617099305,0.6666666666666666,1.0,1.0,0.0,0.275,0.0
990,Xiaomi Ultra 24,Xiaomi,14489528,6,128,6.7,48MP,5000,Android,3.8,12/19/2019,True,Daily,48,0.5525469128338972,0.16666666666666666,0.14285714285714285,0.9230769230769234,0.5,0.7,0.375
941,Xiaomi Note 16,Xiaomi,12326361,12,512,6.4,108MP,5000,Android,3.6,3/23/2020,True,Photographer,108,0.46035600501960555,0.6666666666666666,1.0,0.6923076923076926,0.5,0.65,1.0
766,Samsung Note 6,Samsung,22245436,6,512,6.8,64MP,4500,Android,3.2,5/14/2024,False,Photographer,64,0.8830919883847571,0.16666666666666666,1.0,1.0,0.25,0.55,0.5416666666666666
520,Oppo Max 14,Oppo,17976626,16,512,6.4,64MP,4500,Android,4.5,9/22/2023,True,Photographer,64,0.7011617586860208,1.0,1.0,0.6923076923076926,0.25,0.875,0.5416666666666666
387,Infinix Ultra 19,Infinix,9642959,6,64,6.7,64MP,5000,Android,3.5,2019-10-02 00:00:00,False,Photographer,64,0.3459934678642746,0.16666666666666666,0.0,0.9230769230769234,0.5,0.625,0.5416666666666666
881,Vivo Pro 23,Vivo,21423889,6,128,6.7,12MP,6000,Android,2.2,5/15/2019,False,Daily,12,0.8480788970505662,0.16666666666666666,0.14285714285714285,0.9230769230769234,1.0,0.30000000000000004,0.0
507,OnePlus Ultra 29,OnePlus,23754323,16,64,6.4,50MP,4500,Android,2.3,2023-06-10 00:00:00,True,Gaming,50,0.9473984715731486,1.0,0.0,0.6923076923076926,0.25,0.32499999999999996,0.3958333333333333
417,OnePlus Max 21,OnePlus,8115946,4,256,5.5,64MP,6000,Android,1.3,2022-07-09 00:00:00,True,Photographer,64,0.28091448195415997,0.0,0.42857142857142855,0.0,1.0,0.07500000000000001,0.5416666666666666
898,Vivo Ultra 12,Vivo,20788853,16,512,6.1,108MP,5000,Android,4.5,6/29/2020,False,Photographer,108,0.8210146226164812,1.0,1.0,0.46153846153846134,0.5,0.875,1.0
538,Oppo Note 16,Oppo,2517955,8,64,5.5,108MP,6000,Android,2.2,5/13/2023,False,Photographer,108,0.04233656715320643,0.3333333333333333,0.0,0.0,1.0,0.30000000000000004,1.0
311,Huawei Ultra 7,Huawei,4359689,16,64,6.5,50MP,5000,Android,2.5,7/20/2019,True,Gaming,50,0.12082848636815682,1.0,0.0,0.7692307692307694,0.5,0.375,0.3958333333333333
263,Huawei Pro 10,Huawei,18842212,16,512,6.4,108MP,4500,Android,3.7,3/29/2020,True,Photographer,108,0.7380517256332522,1.0,1.0,0.6923076923076926,0.25,0.675,1.0
144,Asus Note 24,Asus,10813650,12,128,6.4,12MP,5000,Android,3.9,2021-11-03 00:00:00,True,Daily,12,0.3958865487313648,0.6666666666666666,0.14285714285714285,0.6923076923076926,0.5,0.725,0.0
56,Apple Pro 21,Apple,8139005,6,512,5.5,64MP,5000,iOS,1.6,2023-11-02 00:00:00,False,Photographer,64,0.28189722167942843,0.16666666666666666,1.0,0.0,0.5,0.15000000000000002,0.5416666666666666
803,Samsung Ultra 25,Samsung,15978806,6,256,6.8,48MP,5000,Android,1.0,8/31/2019,True,Daily,48,0.6160176900821877,0.16666666666666666,0.42857142857142855,1.0,0.5,0.0,0.375
910,Vivo Ultra 22,Vivo,24192734,4,128,6.1,64MP,6000,Android,1.8,2024-05-04 00:00:00,True,Photographer,64,0.9660828857149006,0.0,0.14285714285714285,0.46153846153846134,1.0,0.2,0.5416666666666666
322,Infinix Max 15,Infinix,20759307,6,512,6.4,50MP,4000,Android,2.6,2019-06-03 00:00:00,False,Photographer,50,0.8197554167566095,0.16666666666666666,1.0,0.6923076923076926,0.0,0.4,0.3958333333333333
718,Samsung Max 16,Samsung,11941512,12,128,6.7,12MP,5000,Android,2.9,5/21/2019,False,Gaming,12,0.44395432235644444,0.6666666666666666,0.14285714285714285,0.9230769230769234,0.5,0.475,0.0
251,Huawei Note 25,Huawei,5633706,8,64,6.1,108MP,4000,Android,4.1,2019-06-05 00:00:00,True,Photographer,108,0.1751251651732793,0.3333333333333333,0.0,0.46153846153846134,0.0,0.7749999999999999,1.0
661,Realme Pro 12,Realme,20130131,4,256,5.5,108MP,4500,Android,4.0,7/22/2020,True,Photographer,108,0.7929408866648667,0.0,0.42857142857142855,0.0,0.25,0.75,1.0
724,Samsung Max 20,Samsung,12339030,8,512,5.5,108MP,4500,Android,3.0,2023-04-12 00:00:00,False,Photographer,108,0.4608959386498335,0.3333333333333333,1.0,0.0,0.25,0.5,1.0
242,Huawei Max 7,Huawei,5892151,8,128,6.1,64MP,6000,Android,3.0,2019-09-12 00:00:00,False,Photographer,64,0.1861397004218591,0.3333333333333333,0.14285714285714285,0.46153846153846134,1.0,0.5,0.5416666666666666
567,Oppo Pro 19,Oppo,16056002,8,128,6.5,48MP,5000,Android,1.5,2023-06-09 00:00:00,False,Daily,48,0.6193076669169082,0.3333333333333333,0.14285714285714285,0.7692307692307694,0.5,0.125,0.375
11,Apple Max 22,Apple,13155180,4,256,6.7,50MP,4000,iOS,1.7,2021-04-08 00:00:00,False,Photographer,50,0.49567901800183645,0.0,0.42857142857142855,0.9230769230769234,0.0,0.175,0.3958333333333333
639,Realme Note 24,Realme,11002841,12,64,6.4,64MP,4000,Android,3.2,2023-01-07 00:00:00,False,Photographer,64,0.4039495831805283,0.6666666666666666,0.0,0.6923076923076926,0.0,0.55,0.5416666666666666
426,OnePlus Max 29,OnePlus,23195647,12,64,6.1,50MP,4000,Android,4.4,6/17/2020,True,Daily,50,0.9235885449174362,0.6666666666666666,0.0,0.46153846153846134,0.0,0.8500000000000001,0.3958333333333333
120,Asus Max 6,Asus,14180257,8,256,6.4,50MP,4500,Android,3.7,2019-03-11 00:00:00,True,Photographer,50,0.5393662502911375,0.3333333333333333,0.42857142857142855,0.6923076923076926,0.25,0.675,0.3958333333333333
226,Huawei Max 20,Huawei,10777097,4,512,5.5,108MP,4500,Android,1.6,2023-04-12 00:00:00,False,Photographer,108,0.3943287151228936,0.0,1.0,0.0,0.25,0.15000000000000002,1.0
513,OnePlus Ultra 8,OnePlus,23282104,4,64,6.7,64MP,4500,Android,1.8,2024-06-03 00:00:00,False,Photographer,64,0.9272732115737324,0.0,0.0,0.9230769230769234,0.25,0.2,0.5416666666666666
869,Vivo Pro 10,Vivo,9802276,8,256,6.5,48MP,6000,Android,3.3,6/23/2020,False,Daily,48,0.3527833175893534,0.3333333333333333,0.42857142857142855,0.7692307692307694,1.0,0.575,0.375
268,Huawei Pro 14,Huawei,23717442,12,256,6.8,48MP,5000,Android,1.1,8/20/2019,True,Gaming,48,0.9458266591004644,0.6666666666666666,0.42857142857142855,1.0,0.5,0.025000000000000022,0.375
882,Vivo Pro 23,Vivo,21597718,8,512,6.1,50MP,6000,Android,1.7,2/13/2021,False,Daily,50,0.8554872262800942,0.3333333333333333,1.0,0.46153846153846134,1.0,0.175,0.3958333333333333
111,Asus Max 23,Asus,15531434,4,512,6.8,50MP,5000,Android,2.5,2/28/2020,True,Photographer,50,0.5969513716653962,0.0,1.0,1.0,0.5,0.375,0.3958333333333333
235,Huawei Max 29,Huawei,23834216,4,128,6.8,64MP,6000,Android,1.2,12/15/2019,False,Photographer,64,0.9508033904712305,0.0,0.14285714285714285,1.0,1.0,0.04999999999999999,0.5416666666666666
101,Asus Max 14,Asus,24416327,8,128,6.4,108MP,4500,Android,1.3,8/25/2021,True,Photographer,108,0.97561208140387,0.3333333333333333,0.14285714285714285,0.6923076923076926,0.25,0.07500000000000001,1.0
73,Apple Ultra 11,Apple,6943201,8,128,6.1,64MP,6000,iOS,2.0,3/13/2022,False,Photographer,64,0.2309338627117846,0.3333333333333333,0.14285714285714285,0.46153846153846134,1.0,0.25,0.5416666666666666
943,Xiaomi Note 17,Xiaomi,12560660,6,512,6.8,48MP,6000,Android,1.4,11/29/2020,True,Daily,48,0.47034147424596706,0.16666666666666666,1.0,1.0,1.0,0.09999999999999998,0.375
218,Huawei Max 14,Huawei,7550312,16,128,6.8,50MP,4500,Android,1.3,1/16/2023,True,Gaming,50,0.25680801585578245,1.0,0.14285714285714285,1.0,0.25,0.07500000000000001,0.3958333333333333
